AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability
Mid-Age (30–50),40K-80K,Credit Card,0.621
Mid-Age (30–50),40K-80K,Mortgage,0.563
Senior (50+),80K-120K,Chequing Account,0.777
Young (<30),80K-120K,Chequing Account,0.928
Senior (50+),80K-120K,Mortgage,0.788
Young (<30),80K-120K,Investment,0.668
Mid-Age (30–50),<40K,Chequing Account,0.703
Young (<30),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Mortgage,0.728
Young (<30),40K-80K,Mortgage,0.897
Senior (50+),40K-80K,Chequing Account,0.849
Mid-Age (30–50),80K-120K,Investment,1.0
Senior (50+),40K-80K,Credit Card,0.477
Mid-Age (30–50),120K–200K,Chequing Account,0.782
Senior (50+),40K-80K,Chequing Account,0.655
Young (<30),<40K,Credit Card,0.347
Senior (50+),80K-120K,Credit Card,0.802
Senior (50+),80K-120K,Investment,0.719
Senior (50+),40K-80K,Chequing Account,1.0
Mid-Age (30–50),120K–200K,Chequing Account,1.0
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Investment,0.412
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Investment,0.532
Senior (50+),40K-80K,Investment,0.924
Mid-Age (30–50),40K-80K,Investment,0.716
Young (<30),40K-80K,Credit Card,0.629
Young (<30),<40K,Investment,0.44
Young (<30),40K-80K,Chequing Account,0.903
Mid-Age (30–50),40K-80K,Credit Card,0.771
Senior (50+),80K-120K,Mortgage,0.997
Senior (50+),40K-80K,Mortgage,0.67
Mid-Age (30–50),40K-80K,Mortgage,0.759
Young (<30),40K-80K,Mortgage,0.65
Mid-Age (30–50),40K-80K,Mortgage,0.567
Senior (50+),40K-80K,Mortgage,0.516
Senior (50+),40K-80K,Investment,0.898
Mid-Age (30–50),40K-80K,Mortgage,0.809
Mid-Age (30–50),80K-120K,Credit Card,0.595
Young (<30),80K-120K,Chequing Account,0.64
Young (<30),40K-80K,Credit Card,0.753
Senior (50+),80K-120K,Credit Card,0.925
Senior (50+),<40K,Chequing Account,0.416
Young (<30),<40K,Investment,0.739
Mid-Age (30–50),80K-120K,Chequing Account,0.711
Mid-Age (30–50),80K-120K,Investment,0.941
Senior (50+),80K-120K,Chequing Account,0.664
Senior (50+),40K-80K,Mortgage,0.598
Senior (50+),40K-80K,Credit Card,0.551
Mid-Age (30–50),80K-120K,Chequing Account,0.755
Senior (50+),40K-80K,Chequing Account,0.65
Mid-Age (30–50),40K-80K,Investment,0.509
Young (<30),80K-120K,Credit Card,0.69
Senior (50+),80K-120K,Mortgage,0.895
Mid-Age (30–50),80K-120K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),40K-80K,Mortgage,0.764
Mid-Age (30–50),40K-80K,Credit Card,0.795
Mid-Age (30–50),120K–200K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.967
Young (<30),40K-80K,Investment,0.757
Senior (50+),40K-80K,Credit Card,0.853
Mid-Age (30–50),<40K,Chequing Account,0.492
Mid-Age (30–50),40K-80K,Credit Card,0.496
Senior (50+),80K-120K,Credit Card,0.835
Young (<30),<40K,Chequing Account,0.426
Mid-Age (30–50),40K-80K,Credit Card,0.808
Young (<30),40K-80K,Credit Card,0.544
Mid-Age (30–50),40K-80K,Chequing Account,0.427
Mid-Age (30–50),40K-80K,Investment,0.895
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Mortgage,0.753
Senior (50+),40K-80K,Investment,0.691
Senior (50+),40K-80K,Chequing Account,0.821
Senior (50+),<40K,Chequing Account,0.707
Mid-Age (30–50),<40K,Credit Card,0.342
Senior (50+),80K-120K,Mortgage,0.823
Mid-Age (30–50),80K-120K,Mortgage,0.762
Senior (50+),40K-80K,Credit Card,1.0
Senior (50+),40K-80K,Credit Card,0.613
Young (<30),120K–200K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.604
Mid-Age (30–50),40K-80K,Mortgage,0.549
Senior (50+),40K-80K,Credit Card,0.585
Senior (50+),40K-80K,Credit Card,0.552
Mid-Age (30–50),40K-80K,Chequing Account,0.659
Senior (50+),40K-80K,Credit Card,0.532
Young (<30),40K-80K,Mortgage,0.591
Senior (50+),40K-80K,Chequing Account,0.768
Senior (50+),40K-80K,Mortgage,0.692
Senior (50+),40K-80K,Chequing Account,0.806
Mid-Age (30–50),120K–200K,Investment,1.0
Senior (50+),40K-80K,Credit Card,0.708
Young (<30),40K-80K,Mortgage,0.668
Young (<30),120K–200K,Credit Card,1.0
Young (<30),<40K,Credit Card,0.374
Senior (50+),120K–200K,Credit Card,1.0
Young (<30),80K-120K,Chequing Account,0.528
Mid-Age (30–50),80K-120K,Mortgage,0.756
Senior (50+),40K-80K,Mortgage,0.992
Senior (50+),40K-80K,Chequing Account,0.626
Young (<30),40K-80K,Mortgage,0.708
Mid-Age (30–50),80K-120K,Mortgage,0.659
Senior (50+),120K–200K,Investment,1.0
Young (<30),40K-80K,Investment,0.619
Senior (50+),40K-80K,Chequing Account,0.878
Senior (50+),<40K,Chequing Account,0.277
Mid-Age (30–50),80K-120K,Investment,1.0
Senior (50+),80K-120K,Mortgage,0.66
Mid-Age (30–50),<40K,Chequing Account,0.416
Young (<30),80K-120K,Mortgage,0.531
Young (<30),80K-120K,Credit Card,0.798
Young (<30),80K-120K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.915
Mid-Age (30–50),<40K,Investment,0.3
Mid-Age (30–50),<40K,Chequing Account,0.708
Mid-Age (30–50),80K-120K,Chequing Account,0.845
Mid-Age (30–50),<40K,Mortgage,0.41
Mid-Age (30–50),120K–200K,Chequing Account,1.0
Senior (50+),80K-120K,Investment,1.0
Young (<30),80K-120K,Chequing Account,0.581
Senior (50+),40K-80K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.594
Senior (50+),120K–200K,Chequing Account,0.961
Mid-Age (30–50),40K-80K,Chequing Account,0.617
Senior (50+),80K-120K,Mortgage,0.847
Mid-Age (30–50),80K-120K,Investment,0.625
Senior (50+),40K-80K,Credit Card,0.623
Senior (50+),40K-80K,Mortgage,0.81
Senior (50+),80K-120K,Investment,0.887
Mid-Age (30–50),80K-120K,Investment,1.0
Mid-Age (30–50),40K-80K,Mortgage,0.61
Mid-Age (30–50),<40K,Credit Card,0.523
Senior (50+),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.705
Young (<30),80K-120K,Mortgage,1.0
Young (<30),80K-120K,Investment,0.717
Young (<30),120K–200K,Mortgage,0.92
Young (<30),80K-120K,Mortgage,0.591
Mid-Age (30–50),80K-120K,Mortgage,1.0
Senior (50+),80K-120K,Mortgage,0.996
Mid-Age (30–50),40K-80K,Credit Card,0.736
Mid-Age (30–50),120K–200K,Investment,0.991
Mid-Age (30–50),80K-120K,Investment,0.801
Mid-Age (30–50),40K-80K,Mortgage,0.526
Senior (50+),80K-120K,Chequing Account,0.938
Senior (50+),40K-80K,Mortgage,0.744
Senior (50+),40K-80K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.979
Mid-Age (30–50),40K-80K,Investment,0.988
Young (<30),40K-80K,Investment,0.796
Senior (50+),40K-80K,Investment,0.99
Senior (50+),40K-80K,Investment,0.768
Mid-Age (30–50),40K-80K,Chequing Account,0.633
Mid-Age (30–50),40K-80K,Credit Card,0.468
Senior (50+),40K-80K,Chequing Account,0.642
Mid-Age (30–50),40K-80K,Credit Card,0.884
Mid-Age (30–50),40K-80K,Mortgage,0.893
Mid-Age (30–50),40K-80K,Chequing Account,0.541
Senior (50+),40K-80K,Chequing Account,0.863
Young (<30),<40K,Chequing Account,0.408
Senior (50+),40K-80K,Credit Card,0.811
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Chequing Account,0.721
Mid-Age (30–50),40K-80K,Credit Card,0.623
Mid-Age (30–50),40K-80K,Mortgage,0.852
Young (<30),120K–200K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.801
Mid-Age (30–50),40K-80K,Mortgage,0.735
Young (<30),40K-80K,Chequing Account,0.613
Mid-Age (30–50),40K-80K,Credit Card,0.552
Mid-Age (30–50),80K-120K,Mortgage,0.935
Young (<30),80K-120K,Chequing Account,0.685
Mid-Age (30–50),40K-80K,Chequing Account,0.578
Senior (50+),80K-120K,Mortgage,0.613
Mid-Age (30–50),40K-80K,Chequing Account,0.828
Senior (50+),40K-80K,Mortgage,0.48
Mid-Age (30–50),40K-80K,Mortgage,1.0
Young (<30),<40K,Mortgage,0.795
Senior (50+),80K-120K,Mortgage,0.701
Mid-Age (30–50),40K-80K,Mortgage,0.659
Young (<30),80K-120K,Mortgage,0.716
Young (<30),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Investment,0.569
Mid-Age (30–50),80K-120K,Investment,0.75
Mid-Age (30–50),40K-80K,Mortgage,0.572
Senior (50+),80K-120K,Chequing Account,0.944
Mid-Age (30–50),80K-120K,Credit Card,0.844
Senior (50+),40K-80K,Credit Card,0.817
Young (<30),<40K,Credit Card,0.385
Senior (50+),40K-80K,Mortgage,0.587
Mid-Age (30–50),40K-80K,Chequing Account,0.641
Senior (50+),80K-120K,Chequing Account,1.0
Young (<30),<40K,Mortgage,0.473
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Chequing Account,0.583
Young (<30),40K-80K,Mortgage,0.686
Young (<30),80K-120K,Mortgage,0.94
Mid-Age (30–50),80K-120K,Investment,0.936
Young (<30),40K-80K,Investment,0.686
Mid-Age (30–50),40K-80K,Mortgage,0.472
Mid-Age (30–50),80K-120K,Investment,0.931
Senior (50+),80K-120K,Investment,0.924
Senior (50+),40K-80K,Chequing Account,0.453
Senior (50+),80K-120K,Chequing Account,0.98
Senior (50+),80K-120K,Credit Card,0.876
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Investment,0.573
Senior (50+),80K-120K,Mortgage,0.735
Young (<30),40K-80K,Credit Card,0.675
Mid-Age (30–50),80K-120K,Chequing Account,0.708
Young (<30),40K-80K,Mortgage,0.713
Senior (50+),40K-80K,Mortgage,0.601
Senior (50+),80K-120K,Mortgage,0.894
Mid-Age (30–50),40K-80K,Investment,0.381
Young (<30),80K-120K,Chequing Account,0.913
Mid-Age (30–50),80K-120K,Chequing Account,0.678
Senior (50+),40K-80K,Investment,0.533
Mid-Age (30–50),<40K,Chequing Account,0.785
Mid-Age (30–50),40K-80K,Investment,0.854
Mid-Age (30–50),80K-120K,Chequing Account,0.937
Mid-Age (30–50),40K-80K,Credit Card,0.98
Young (<30),80K-120K,Investment,0.605
Senior (50+),<40K,Credit Card,0.829
Senior (50+),40K-80K,Chequing Account,0.83
Mid-Age (30–50),80K-120K,Chequing Account,0.745
Mid-Age (30–50),40K-80K,Investment,0.98
Young (<30),40K-80K,Credit Card,0.865
Senior (50+),80K-120K,Chequing Account,0.627
Mid-Age (30–50),40K-80K,Mortgage,0.655
Young (<30),80K-120K,Credit Card,0.896
Senior (50+),40K-80K,Chequing Account,1.0
Young (<30),40K-80K,Credit Card,0.676
Mid-Age (30–50),80K-120K,Mortgage,0.55
Senior (50+),80K-120K,Mortgage,0.854
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Investment,0.883
Mid-Age (30–50),120K–200K,Investment,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.755
Senior (50+),<40K,Chequing Account,0.351
Senior (50+),80K-120K,Credit Card,0.687
Senior (50+),40K-80K,Credit Card,0.753
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Credit Card,0.868
Mid-Age (30–50),80K-120K,Mortgage,1.0
Young (<30),<40K,Credit Card,0.677
Senior (50+),80K-120K,Credit Card,0.559
Mid-Age (30–50),80K-120K,Mortgage,1.0
Senior (50+),80K-120K,Chequing Account,0.74
Senior (50+),80K-120K,Investment,0.822
Mid-Age (30–50),40K-80K,Chequing Account,0.717
Young (<30),80K-120K,Chequing Account,0.883
Young (<30),40K-80K,Credit Card,0.547
Senior (50+),80K-120K,Chequing Account,0.746
Mid-Age (30–50),40K-80K,Chequing Account,0.732
Mid-Age (30–50),<40K,Credit Card,0.439
Mid-Age (30–50),<40K,Credit Card,0.399
Mid-Age (30–50),40K-80K,Chequing Account,0.761
Young (<30),40K-80K,Mortgage,0.515
Senior (50+),80K-120K,Credit Card,0.688
Young (<30),40K-80K,Mortgage,0.578
Senior (50+),80K-120K,Credit Card,0.966
Mid-Age (30–50),120K–200K,Chequing Account,0.913
Senior (50+),80K-120K,Investment,0.675
Senior (50+),80K-120K,Chequing Account,0.812
Young (<30),40K-80K,Chequing Account,0.365
Mid-Age (30–50),40K-80K,Chequing Account,0.932
Mid-Age (30–50),40K-80K,Credit Card,0.901
Mid-Age (30–50),80K-120K,Credit Card,0.542
Senior (50+),40K-80K,Mortgage,0.637
Young (<30),40K-80K,Credit Card,0.864
Senior (50+),40K-80K,Mortgage,0.952
Mid-Age (30–50),40K-80K,Chequing Account,0.517
Senior (50+),80K-120K,Investment,1.0
Senior (50+),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Mortgage,0.951
Senior (50+),40K-80K,Chequing Account,0.436
Senior (50+),40K-80K,Mortgage,0.86
Senior (50+),40K-80K,Credit Card,0.666
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Chequing Account,0.667
Senior (50+),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.792
Senior (50+),40K-80K,Investment,0.631
Young (<30),80K-120K,Credit Card,0.64
Mid-Age (30–50),40K-80K,Credit Card,0.475
Mid-Age (30–50),80K-120K,Mortgage,0.756
Mid-Age (30–50),40K-80K,Credit Card,0.832
Mid-Age (30–50),40K-80K,Credit Card,1.0
Young (<30),<40K,Chequing Account,0.405
Mid-Age (30–50),80K-120K,Chequing Account,0.906
Mid-Age (30–50),120K–200K,Chequing Account,0.882
Senior (50+),80K-120K,Chequing Account,0.705
Senior (50+),80K-120K,Investment,0.915
Senior (50+),40K-80K,Credit Card,0.386
Mid-Age (30–50),80K-120K,Chequing Account,0.558
Senior (50+),40K-80K,Mortgage,0.588
Mid-Age (30–50),80K-120K,Mortgage,0.581
Mid-Age (30–50),80K-120K,Credit Card,0.823
Young (<30),40K-80K,Mortgage,0.55
Mid-Age (30–50),40K-80K,Chequing Account,0.652
Mid-Age (30–50),40K-80K,Mortgage,0.45
Senior (50+),<40K,Mortgage,0.519
Young (<30),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Chequing Account,0.737
Mid-Age (30–50),40K-80K,Credit Card,0.727
Mid-Age (30–50),40K-80K,Chequing Account,0.896
Mid-Age (30–50),<40K,Credit Card,0.427
Mid-Age (30–50),40K-80K,Investment,0.628
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),<40K,Chequing Account,0.646
Senior (50+),<40K,Credit Card,0.772
Senior (50+),80K-120K,Chequing Account,0.517
Young (<30),80K-120K,Mortgage,0.989
Senior (50+),40K-80K,Credit Card,0.459
Mid-Age (30–50),40K-80K,Mortgage,0.389
Mid-Age (30–50),40K-80K,Mortgage,0.788
Young (<30),40K-80K,Credit Card,0.803
Young (<30),<40K,Credit Card,0.424
Senior (50+),40K-80K,Mortgage,0.718
Senior (50+),<40K,Credit Card,0.853
Senior (50+),40K-80K,Credit Card,0.412
Young (<30),80K-120K,Credit Card,0.578
Young (<30),40K-80K,Mortgage,0.642
Senior (50+),40K-80K,Mortgage,0.523
Mid-Age (30–50),40K-80K,Mortgage,0.631
Mid-Age (30–50),<40K,Mortgage,0.372
Mid-Age (30–50),40K-80K,Investment,0.795
Senior (50+),80K-120K,Credit Card,0.718
Mid-Age (30–50),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Credit Card,0.571
Young (<30),40K-80K,Credit Card,0.686
Senior (50+),40K-80K,Mortgage,0.693
Senior (50+),120K–200K,Mortgage,0.848
Mid-Age (30–50),40K-80K,Credit Card,0.774
Senior (50+),40K-80K,Chequing Account,0.734
Mid-Age (30–50),40K-80K,Chequing Account,0.646
Mid-Age (30–50),40K-80K,Mortgage,0.785
Senior (50+),<40K,Chequing Account,0.552
Mid-Age (30–50),40K-80K,Credit Card,0.771
Young (<30),40K-80K,Chequing Account,0.465
Senior (50+),40K-80K,Mortgage,0.461
Mid-Age (30–50),80K-120K,Chequing Account,0.779
Mid-Age (30–50),80K-120K,Credit Card,0.821
Senior (50+),40K-80K,Investment,0.647
Mid-Age (30–50),40K-80K,Investment,0.655
Mid-Age (30–50),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Mortgage,0.804
Senior (50+),40K-80K,Chequing Account,0.574
Young (<30),40K-80K,Chequing Account,0.808
Young (<30),40K-80K,Chequing Account,1.0
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Mortgage,0.486
Senior (50+),80K-120K,Credit Card,0.841
Young (<30),80K-120K,Credit Card,0.949
Senior (50+),40K-80K,Credit Card,0.709
Young (<30),80K-120K,Credit Card,0.733
Senior (50+),80K-120K,Chequing Account,0.839
Senior (50+),<40K,Credit Card,0.423
Mid-Age (30–50),40K-80K,Credit Card,0.509
Senior (50+),40K-80K,Credit Card,0.824
Senior (50+),<40K,Mortgage,0.721
Mid-Age (30–50),120K–200K,Mortgage,0.969
Mid-Age (30–50),40K-80K,Credit Card,0.947
Young (<30),80K-120K,Credit Card,0.87
Young (<30),40K-80K,Chequing Account,0.59
Senior (50+),40K-80K,Mortgage,0.573
Senior (50+),40K-80K,Credit Card,0.968
Mid-Age (30–50),40K-80K,Chequing Account,0.919
Mid-Age (30–50),40K-80K,Chequing Account,0.552
Senior (50+),40K-80K,Mortgage,0.649
Young (<30),<40K,Chequing Account,0.517
Mid-Age (30–50),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Investment,0.844
Senior (50+),40K-80K,Investment,0.593
Young (<30),80K-120K,Investment,0.616
Young (<30),80K-120K,Chequing Account,0.735
Mid-Age (30–50),120K–200K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.857
Mid-Age (30–50),40K-80K,Mortgage,0.764
Young (<30),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.74
Young (<30),40K-80K,Credit Card,0.648
Mid-Age (30–50),40K-80K,Mortgage,0.594
Young (<30),80K-120K,Credit Card,0.719
Young (<30),120K–200K,Mortgage,0.899
Mid-Age (30–50),40K-80K,Investment,0.842
Mid-Age (30–50),120K–200K,Credit Card,1.0
Senior (50+),80K-120K,Credit Card,0.963
Mid-Age (30–50),40K-80K,Investment,0.514
Young (<30),80K-120K,Investment,0.692
Senior (50+),40K-80K,Chequing Account,0.364
Young (<30),40K-80K,Chequing Account,0.807
Young (<30),40K-80K,Chequing Account,0.727
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Mortgage,1.0
Young (<30),40K-80K,Chequing Account,0.977
Mid-Age (30–50),40K-80K,Credit Card,0.949
Mid-Age (30–50),40K-80K,Mortgage,0.678
Senior (50+),<40K,Credit Card,0.614
Mid-Age (30–50),40K-80K,Mortgage,0.632
Young (<30),40K-80K,Investment,0.77
Mid-Age (30–50),120K–200K,Chequing Account,1.0
Young (<30),40K-80K,Chequing Account,0.475
Mid-Age (30–50),80K-120K,Investment,0.713
Senior (50+),40K-80K,Mortgage,0.406
Senior (50+),80K-120K,Mortgage,0.772
Senior (50+),80K-120K,Credit Card,0.764
Mid-Age (30–50),80K-120K,Credit Card,0.757
Senior (50+),40K-80K,Credit Card,0.678
Young (<30),40K-80K,Investment,0.67
Senior (50+),40K-80K,Mortgage,0.854
Senior (50+),40K-80K,Chequing Account,0.818
Mid-Age (30–50),40K-80K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.997
Young (<30),40K-80K,Investment,0.602
Mid-Age (30–50),80K-120K,Credit Card,0.606
Senior (50+),80K-120K,Credit Card,0.782
Senior (50+),40K-80K,Mortgage,0.398
Mid-Age (30–50),80K-120K,Credit Card,0.73
Senior (50+),80K-120K,Credit Card,0.831
Mid-Age (30–50),40K-80K,Credit Card,0.573
Mid-Age (30–50),80K-120K,Mortgage,0.846
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),40K-80K,Chequing Account,0.602
Senior (50+),40K-80K,Mortgage,0.803
Mid-Age (30–50),80K-120K,Chequing Account,0.908
Senior (50+),<40K,Credit Card,0.361
Young (<30),40K-80K,Mortgage,0.594
Mid-Age (30–50),80K-120K,Chequing Account,0.576
Young (<30),40K-80K,Investment,0.628
Young (<30),40K-80K,Chequing Account,0.337
Senior (50+),40K-80K,Credit Card,0.657
Mid-Age (30–50),80K-120K,Credit Card,0.844
Young (<30),40K-80K,Chequing Account,0.732
Young (<30),40K-80K,Mortgage,0.605
Young (<30),40K-80K,Mortgage,0.681
Mid-Age (30–50),120K–200K,Mortgage,1.0
Young (<30),40K-80K,Credit Card,0.744
Senior (50+),40K-80K,Credit Card,0.835
Young (<30),80K-120K,Chequing Account,0.815
Mid-Age (30–50),80K-120K,Chequing Account,0.823
Mid-Age (30–50),40K-80K,Chequing Account,0.802
Mid-Age (30–50),40K-80K,Chequing Account,1.0
Mid-Age (30–50),<40K,Chequing Account,0.378
Mid-Age (30–50),40K-80K,Credit Card,0.491
Mid-Age (30–50),40K-80K,Mortgage,0.768
Young (<30),40K-80K,Mortgage,0.618
Senior (50+),40K-80K,Investment,0.789
Mid-Age (30–50),40K-80K,Credit Card,0.529
Mid-Age (30–50),<40K,Chequing Account,0.385
Young (<30),40K-80K,Chequing Account,0.945
Senior (50+),40K-80K,Chequing Account,0.77
Young (<30),40K-80K,Mortgage,0.787
Senior (50+),40K-80K,Chequing Account,0.658
Senior (50+),40K-80K,Investment,0.668
Senior (50+),40K-80K,Mortgage,0.778
Young (<30),40K-80K,Investment,0.602
Senior (50+),40K-80K,Credit Card,0.475
Young (<30),80K-120K,Mortgage,0.706
Mid-Age (30–50),40K-80K,Chequing Account,0.753
Mid-Age (30–50),40K-80K,Chequing Account,0.755
Mid-Age (30–50),40K-80K,Investment,0.773
Senior (50+),40K-80K,Chequing Account,0.56
Young (<30),80K-120K,Chequing Account,0.761
Senior (50+),80K-120K,Mortgage,0.816
Senior (50+),40K-80K,Credit Card,0.923
Senior (50+),80K-120K,Mortgage,0.8
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Chequing Account,0.526
Mid-Age (30–50),40K-80K,Credit Card,0.837
Senior (50+),40K-80K,Mortgage,0.466
Young (<30),40K-80K,Chequing Account,0.667
Mid-Age (30–50),<40K,Investment,0.646
Senior (50+),<40K,Chequing Account,0.626
Mid-Age (30–50),40K-80K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.723
Senior (50+),40K-80K,Chequing Account,0.615
Senior (50+),40K-80K,Chequing Account,0.511
Young (<30),40K-80K,Credit Card,0.54
Senior (50+),80K-120K,Credit Card,0.84
Young (<30),80K-120K,Mortgage,1.0
Senior (50+),<40K,Credit Card,0.303
Senior (50+),80K-120K,Credit Card,0.897
Young (<30),40K-80K,Chequing Account,0.685
Senior (50+),40K-80K,Mortgage,0.777
Mid-Age (30–50),<40K,Investment,0.525
Senior (50+),40K-80K,Credit Card,0.561
Senior (50+),40K-80K,Credit Card,0.727
Senior (50+),80K-120K,Mortgage,0.572
Mid-Age (30–50),<40K,Mortgage,0.332
