LeadID,LeadSource,Age,Gender,EmploymentStatus,Income,MaritalStatus,Province,InitialProductInterest,WebsiteVisits_PreConversion,TimeOnWebsite_Minutes,EmailOpenedCount,DaysSinceInquiry,CallCenterInquiries,BranchVisits,ReferrerCustomer,HasExistingProducts,FirstContactChannel,ConversionProbability,ConversionClass,ConvertedFlag,FirstProductTaken,FirstTransactionAmount,MonthlyRevenue,TenureMonths,CLTV
L16049,Branch Walk-in,56,Male,Part-time,50985.84,Single,Ontario,Chequing Account,5,15.48,5,68,1,0,0,0,Website,0.698,High,0,nan,0,0.0,0,0.0
L16050,Social Media,42,Male,Full-time,88949.81,Single,Ontario,Chequing Account,5,10.24,6,35,2,0,0,1,Email,0.77,High,0,nan,0,0.0,0,0.0
L16051,Social Media,64,Female,Unemployed,78587.57,Married,British Columbia,Mortgage,5,18.1,2,99,1,1,0,0,Website,0.721,High,0,nan,0,0.0,0,0.0
L16052,Branch Walk-in,52,Female,Part-time,93462.56,Single,Quebec,Chequing Account,2,18.57,3,105,2,1,0,1,Website,0.93,High,1,Chequing Account,5299,46.8,28,1310.38
L16053,Branch Walk-in,54,Male,Student,84960.47,Single,Alberta,Investment,2,29.62,1,20,1,0,0,0,Website,0.905,High,1,Investment,168,28.59,4,114.36
L16054,Social Media,66,Female,Part-time,46677.27,Married,Quebec,Investment,2,9.98,5,25,0,0,1,0,Call,0.416,Medium,1,Investment,8859,57.88,36,2083.62
L16055,Social Media,44,Female,Self-employed,66977.7,Single,Alberta,Mortgage,2,13.08,4,19,2,0,0,1,Call,0.61,High,0,nan,0,0.0,0,0.0
L16056,Social Media,45,Male,Student,80369.46,Single,British Columbia,Mortgage,4,10.64,6,32,2,0,0,0,Email,0.696,High,1,Mortgage,3029,124.0,49,6076.11
L16057,Referral,41,Male,Part-time,34582.55,Married,Ontario,Credit Card,3,12.82,2,64,1,1,0,1,Email,0.803,High,0,nan,0,0.0,0,0.0
L16058,Partnership,50,Female,Part-time,97752.59,Married,Ontario,Credit Card,3,14.99,9,55,1,0,0,0,Website,0.774,High,1,Credit Card,4990,295.84,44,13016.81
L16059,Referral,50,Female,Self-employed,110807.53,Single,Ontario,Mortgage,3,13.9,4,63,1,0,0,0,Website,1.0,High,1,Mortgage,7317,94.66,57,5395.85
L16060,Online Ad,33,Male,Student,80936.15,Married,Quebec,Chequing Account,0,4.93,8,114,0,0,1,0,Email,0.623,High,1,Chequing Account,5358,207.87,35,7275.39
L16061,Referral,40,Female,Student,64830.59,Single,Nova Scotia,Chequing Account,3,11.79,6,50,1,1,0,0,Website,0.764,High,1,Chequing Account,7844,102.15,57,5822.78
L16062,Online Ad,63,Other,Full-time,37887.81,Divorced,Manitoba,Mortgage,3,2.16,4,21,1,0,0,0,Website,0.521,Medium,1,Mortgage,1283,50.93,59,3004.81
L16063,Online Ad,28,Male,Unemployed,62954.14,Single,British Columbia,Chequing Account,1,16.85,5,88,1,0,0,1,Website,0.587,Medium,1,Chequing Account,747,45.06,28,1261.56
L16064,Referral,63,Male,Part-time,90025.0,Married,Ontario,Investment,4,21.77,2,19,3,0,0,0,Email,0.926,High,1,Investment,8217,195.33,22,4297.33
L16065,Online Ad,57,Female,Full-time,98417.87,Divorced,Nova Scotia,Mortgage,3,17.97,0,67,1,1,0,0,Branch,0.775,High,1,Mortgage,9231,174.75,33,5766.65
L16066,Branch Walk-in,36,Male,Part-time,92263.9,Married,Quebec,Investment,3,20.52,1,104,1,0,1,1,Email,0.917,High,1,Investment,8965,29.13,50,1456.45
L16067,Online Ad,51,Female,Part-time,15000.0,Single,British Columbia,Credit Card,3,14.64,1,7,2,0,0,1,Call,0.331,Low,0,nan,0,0.0,0,0.0
L16068,Online Ad,40,Female,Full-time,48704.06,Married,Quebec,Credit Card,1,18.31,5,71,0,0,0,1,Website,0.528,Medium,0,nan,0,0.0,0,0.0
L16069,Online Ad,27,Male,Full-time,90090.69,Single,Quebec,Mortgage,1,18.61,7,14,1,0,0,0,Email,0.71,High,1,Mortgage,6845,163.35,5,816.74
L16070,Online Ad,54,Male,Student,42490.97,Married,Alberta,Credit Card,3,21.75,8,54,0,0,0,0,Website,0.466,Medium,0,nan,0,0.0,0,0.0
L16071,Referral,64,Female,Full-time,58862.79,Married,Ontario,Chequing Account,2,1.44,0,102,2,0,0,1,Website,0.925,High,1,Chequing Account,2996,80.63,29,2338.31
L16072,Branch Walk-in,18,Male,Unemployed,54661.24,Single,Quebec,Credit Card,4,16.95,6,25,2,0,0,1,Website,0.569,Medium,1,Credit Card,7362,148.64,49,7283.4
L16073,Partnership,19,Female,Full-time,35966.08,Married,Ontario,Mortgage,2,20.42,9,24,0,0,1,0,Branch,0.545,Medium,1,Mortgage,7599,269.0,57,15333.23
L16074,Partnership,68,Female,Part-time,91903.6,Married,Ontario,Chequing Account,1,17.07,9,59,3,0,1,1,Website,0.656,High,1,Chequing Account,7351,153.7,25,3842.55
L16075,Partnership,39,Male,Full-time,90866.52,Married,Quebec,Chequing Account,2,5.16,5,27,0,0,0,1,Branch,0.734,High,1,Chequing Account,7951,228.62,51,11659.84
L16076,Online Ad,34,Male,Full-time,73725.42,Single,Ontario,Mortgage,0,17.12,7,53,1,0,0,0,Call,0.773,High,1,Mortgage,5233,130.76,52,6799.56
L16077,Referral,64,Female,Student,111921.14,Married,Nova Scotia,Mortgage,3,13.76,8,72,0,0,0,0,Email,0.938,High,1,Mortgage,3145,234.02,39,9126.61
L16078,Online Ad,41,Female,Part-time,88940.24,Single,Ontario,Credit Card,3,1.87,2,25,2,0,0,0,Website,0.714,High,1,Credit Card,4573,99.73,15,1495.97
L16079,Social Media,67,Female,Student,78998.89,Single,Nova Scotia,Chequing Account,2,14.5,5,30,1,0,0,0,Call,0.554,Medium,1,Chequing Account,1727,96.91,2,193.81
L16080,Online Ad,38,Male,Full-time,76792.65,Single,Manitoba,Investment,1,0.31,7,81,0,1,0,1,Email,0.578,Medium,0,nan,0,0.0,0,0.0
L16081,Branch Walk-in,57,Female,Unemployed,96620.13,Married,Alberta,Credit Card,2,20.77,8,65,0,1,1,0,Email,1.0,High,1,Credit Card,246,117.91,59,6956.92
L16082,Online Ad,46,Female,Full-time,86596.62,Married,British Columbia,Chequing Account,1,16.96,0,81,0,1,1,0,Email,0.792,High,0,nan,0,0.0,0,0.0
L16083,Online Ad,31,Female,Full-time,59091.95,Divorced,Quebec,Credit Card,3,4.18,2,106,1,1,0,0,Email,0.59,Medium,0,nan,0,0.0,0,0.0
L16084,Partnership,25,Male,Student,86129.96,Married,Alberta,Credit Card,4,16.86,8,84,1,0,0,0,Call,0.671,High,0,nan,0,0.0,0,0.0
L16085,Social Media,47,Female,Self-employed,101238.41,Married,Ontario,Credit Card,1,23.44,8,20,1,1,0,0,Website,0.753,High,0,nan,0,0.0,0,0.0
L16086,Social Media,39,Male,Unemployed,111806.62,Single,British Columbia,Chequing Account,3,2.92,8,57,0,0,0,0,Email,0.843,High,1,Chequing Account,1792,172.05,50,8602.43
L16087,Branch Walk-in,40,Female,Full-time,134884.99,Single,Manitoba,Investment,4,11.16,0,41,1,1,0,0,Website,1.0,High,1,Investment,583,230.97,35,8083.88
L16088,Partnership,57,Female,Full-time,109514.07,Married,British Columbia,Investment,4,8.12,7,80,3,2,0,0,Email,0.853,High,1,Investment,9519,222.78,27,6015.14
L16089,Branch Walk-in,68,Female,Student,45173.2,Single,Ontario,Investment,2,27.22,7,61,2,1,1,0,Call,0.64,High,1,Investment,5266,29.19,19,554.62
L16090,Partnership,30,Female,Self-employed,85018.43,Single,Quebec,Mortgage,6,1.5,2,18,0,0,0,1,Email,0.519,Medium,1,Mortgage,969,132.59,32,4243.0
L16091,Referral,45,Female,Full-time,101536.6,Single,Alberta,Credit Card,5,6.33,8,27,2,0,0,0,Website,1.0,High,1,Credit Card,154,99.87,26,2596.5
L16092,Branch Walk-in,47,Female,Full-time,35440.65,Married,,Mortgage,5,16.87,0,67,4,0,1,0,Email,0.808,High,0,nan,0,0.0,0,0.0
L16093,Branch Walk-in,22,Male,Full-time,80545.33,Married,British Columbia,Mortgage,3,13.62,7,118,2,1,0,0,Call,0.968,High,1,Mortgage,2380,154.1,52,8013.19
L16094,Referral,27,Male,Part-time,63902.04,Single,Ontario,Chequing Account,5,16.73,7,49,1,0,0,0,Website,0.788,High,1,Chequing Account,8415,83.17,19,1580.29
L16095,Partnership,56,Male,Full-time,59334.5,Married,Quebec,Credit Card,4,7.83,6,52,0,1,0,0,Email,0.477,Medium,0,nan,0,0.0,0,0.0
L16096,Partnership,26,Female,Full-time,85797.72,Single,Ontario,Credit Card,3,28.26,6,31,1,1,0,0,Branch,0.847,High,1,Credit Card,441,240.82,46,11077.93
L16097,Branch Walk-in,31,Male,,51238.92,Married,Manitoba,Credit Card,1,20.96,7,111,0,1,0,1,Branch,0.666,High,1,Credit Card,431,90.27,24,2166.59
L16098,Referral,55,Female,Full-time,55920.82,Married,Alberta,Credit Card,3,31.97,7,29,0,0,0,0,Email,0.832,High,1,Credit Card,8890,126.88,32,4060.17
L16099,Branch Walk-in,27,Male,Self-employed,61013.89,Divorced,Manitoba,Chequing Account,4,15.71,8,94,0,0,0,1,Website,0.655,High,0,nan,0,0.0,0,0.0
L16100,Partnership,50,Female,Student,44570.38,Single,Quebec,Investment,3,26.54,8,32,1,0,1,0,Website,0.393,Medium,0,nan,0,0.0,0,0.0
L16101,Branch Walk-in,28,Female,Full-time,61543.68,Married,Ontario,Credit Card,2,12.88,5,38,1,0,0,0,Email,0.894,High,1,Credit Card,9968,292.83,30,8785.02
L16102,Online Ad,57,Female,Student,111727.06,Married,British Columbia,Mortgage,1,24.85,8,80,0,0,0,0,Email,0.878,High,0,nan,0,0.0,0,0.0
L16103,Branch Walk-in,23,Male,Unemployed,48785.62,Married,British Columbia,Chequing Account,0,25.77,6,49,3,1,1,0,Email,0.741,High,1,Chequing Account,7874,132.27,27,3571.38
L16104,Online Ad,34,Female,Full-time,77419.4,Single,Quebec,Mortgage,2,22.27,6,61,1,1,0,0,Website,0.692,High,1,Mortgage,4283,58.27,13,757.57
L16105,Social Media,53,Male,Part-time,72102.22,Married,Ontario,Credit Card,1,27.05,6,26,0,3,1,1,Email,0.699,High,0,nan,0,0.0,0,0.0
L16106,Referral,23,Male,Full-time,,Single,Ontario,Chequing Account,3,6.72,8,106,0,0,0,0,Email,1.0,High,1,Chequing Account,3677,194.42,11,2138.67
L16107,Branch Walk-in,64,Male,Full-time,95330.52,Married,Ontario,Credit Card,2,2.96,8,60,0,0,1,1,Call,1.0,High,1,Credit Card,3671,141.25,31,4378.83
L16108,Social Media,27,Female,Part-time,73620.39,Single,Alberta,Chequing Account,3,2.98,4,110,0,0,0,1,Email,0.693,High,1,Chequing Account,3995,295.14,9,2656.28
L16109,Online Ad,66,Female,Part-time,114181.08,Married,Manitoba,Credit Card,1,1.74,1,6,1,0,1,0,Website,0.721,High,1,Credit Card,1891,32.77,16,524.37
L16110,Online Ad,59,Male,Student,59049.6,Single,Manitoba,Mortgage,3,7.81,6,2,1,0,1,0,Email,0.504,Medium,0,nan,0,0.0,0,0.0
L16111,Referral,22,Other,Self-employed,114461.95,Married,Ontario,Mortgage,3,13.81,1,77,2,0,0,0,Email,1.0,High,1,Mortgage,8934,254.46,30,7633.86
L16112,Online Ad,36,Male,Unemployed,109238.39,Single,Ontario,Chequing Account,3,6.75,2,43,1,1,0,0,Email,0.773,High,0,nan,0,0.0,0,0.0
L16113,Referral,24,Male,Unemployed,81126.55,Single,Quebec,Mortgage,0,3.69,4,42,2,1,0,0,Email,0.775,High,1,Mortgage,7601,92.41,54,4990.05
L16114,Partnership,41,Female,Part-time,59616.82,Single,Ontario,Chequing Account,4,29.98,3,25,0,0,1,1,Email,0.494,Medium,1,Chequing Account,8730,36.11,58,2094.2
L16115,Social Media,68,Female,Full-time,107792.28,Single,Ontario,Mortgage,1,14.27,7,84,2,1,1,1,Branch,0.913,High,1,Mortgage,169,92.96,24,2231.0
L16116,Partnership,59,Male,Part-time,94270.28,Single,Ontario,Investment,3,28.93,8,106,1,1,0,1,Email,0.797,High,1,Investment,9759,75.39,7,527.73
L16117,Partnership,36,Male,Full-time,94012.17,Single,Quebec,Chequing Account,3,20.87,6,10,4,1,0,0,Website,0.704,High,0,nan,0,0.0,0,0.0
L16118,Referral,28,Male,Full-time,83882.87,Single,Quebec,Chequing Account,5,0.85,8,114,0,0,1,0,Email,0.936,High,1,Chequing Account,3779,280.39,22,6168.57
L16119,Referral,20,Male,Full-time,66610.71,Single,British Columbia,Credit Card,2,21.56,2,2,2,1,0,0,Email,0.99,High,0,nan,0,0.0,0,0.0
L16120,Online Ad,47,Male,Student,90676.74,Single,Nova Scotia,Credit Card,4,23.11,8,74,2,1,0,1,Email,0.645,High,1,Credit Card,1901,192.88,58,11187.12
L16121,Social Media,60,Male,Part-time,53688.08,Single,Manitoba,Credit Card,4,11.25,8,0,1,1,0,0,Email,0.425,Medium,1,Credit Card,2594,217.09,50,10854.57
L16122,Branch Walk-in,55,Male,Self-employed,56587.05,Single,Quebec,Mortgage,1,21.85,5,83,0,0,1,0,Website,0.672,High,0,nan,0,0.0,0,0.0
L16123,Online Ad,23,Female,Self-employed,112654.37,Married,Ontario,Mortgage,3,20.08,4,65,1,1,0,0,Email,0.86,High,1,Mortgage,5103,148.38,32,4748.26
L16124,Referral,64,Male,Part-time,139579.43,Single,Nova Scotia,Credit Card,3,9.19,6,18,2,0,1,0,Email,1.0,High,1,Credit Card,8891,195.65,37,7239.09
L16125,Branch Walk-in,52,Male,Full-time,70002.17,Married,British Columbia,Credit Card,7,16.67,4,88,0,1,1,1,Email,0.914,High,1,Credit Card,3965,161.26,11,1773.87
L16126,Branch Walk-in,39,Male,Full-time,103735.46,Single,British Columbia,Chequing Account,2,5.38,1,93,1,1,0,1,Website,1.0,High,1,Chequing Account,9120,80.22,56,4492.46
L16127,Partnership,28,Male,Full-time,84043.49,Single,Quebec,Credit Card,2,18.5,1,99,2,0,1,1,Website,0.688,High,0,nan,0,0.0,0,0.0
L16128,Referral,25,Female,,72035.64,Married,Ontario,Chequing Account,4,25.22,1,9,0,2,0,1,Email,0.888,High,0,nan,0,0.0,0,0.0
L16129,Partnership,44,Male,Unemployed,69042.41,Married,British Columbia,Chequing Account,2,5.62,5,22,2,1,0,1,Email,0.664,High,0,nan,0,0.0,0,0.0
L16130,Referral,46,Male,Unemployed,,Single,Quebec,Credit Card,0,13.26,5,41,1,1,1,0,Call,1.0,High,1,Credit Card,9740,84.54,13,1099.07
L16131,Social Media,25,Male,Full-time,68131.16,Single,Quebec,Mortgage,1,21.83,0,94,2,0,0,1,Call,0.617,High,1,Mortgage,9462,122.42,7,856.93
L16132,Partnership,40,Female,Part-time,61278.15,Married,Quebec,Chequing Account,3,12.28,5,71,2,1,0,1,Call,0.414,Medium,1,Chequing Account,6698,75.75,36,2727.14
L16133,Partnership,46,Male,Student,103972.96,Divorced,Ontario,Chequing Account,3,26.64,8,118,0,1,0,1,Email,0.767,High,0,nan,0,0.0,0,0.0
L16134,Online Ad,33,Male,Full-time,114528.92,Married,Ontario,Investment,5,21.05,0,107,2,0,0,1,Call,0.951,High,1,Investment,9962,186.22,19,3538.16
L16135,Online Ad,52,Male,Self-employed,95074.59,Divorced,Ontario,Credit Card,5,0.23,8,107,1,0,0,0,Call,0.73,High,0,nan,0,0.0,0,0.0
L16136,Branch Walk-in,25,Female,Full-time,32968.01,Single,Manitoba,Chequing Account,1,14.96,1,55,0,2,0,0,Website,0.726,High,1,Chequing Account,6310,240.2,41,9848.27
L16137,Referral,25,Male,Part-time,70261.26,Single,British Columbia,Investment,4,10.65,7,118,0,0,0,0,Email,0.863,High,1,Investment,4163,93.94,50,4697.04
L16138,Branch Walk-in,62,Male,Part-time,110446.45,Single,Quebec,Chequing Account,6,10.13,8,95,2,0,0,1,Email,0.979,High,1,Chequing Account,9880,138.13,34,4696.26
L16139,Partnership,50,Female,Full-time,80315.94,Married,British Columbia,Mortgage,6,7.98,3,47,3,0,0,1,Email,0.711,High,1,Mortgage,104,125.74,55,6915.79
L16140,Online Ad,59,Female,Self-employed,37377.77,Single,Ontario,Mortgage,2,6.84,2,34,0,1,0,0,Branch,0.453,Medium,1,Mortgage,510,195.05,2,390.09
L16141,Branch Walk-in,22,Female,Student,92232.93,Married,Ontario,Chequing Account,6,23.78,5,65,1,0,0,1,Website,0.917,High,1,Chequing Account,7102,274.79,39,10716.71
L16142,Online Ad,54,Female,Unemployed,67019.75,Divorced,Ontario,Chequing Account,5,17.09,7,45,1,0,0,1,Email,0.607,High,1,Chequing Account,3265,98.9,25,2472.48
L16143,Partnership,34,Other,Student,49136.05,Married,British Columbia,Mortgage,4,1.78,3,98,2,1,1,1,Website,0.424,Medium,1,Mortgage,8601,121.35,55,6674.49
L16144,Partnership,39,Female,Part-time,39877.05,Married,Quebec,Mortgage,1,8.86,1,65,2,0,0,1,Call,0.383,Medium,1,Mortgage,412,298.15,37,11031.49
L16145,Branch Walk-in,31,Male,Full-time,79946.39,Single,Quebec,Chequing Account,4,4.94,4,106,1,0,0,1,Branch,0.888,High,1,Chequing Account,9646,269.83,56,15110.28
L16146,Online Ad,55,Female,Student,92326.2,Married,Nova Scotia,Mortgage,5,7.2,1,82,1,1,0,0,Website,0.578,Medium,0,nan,0,0.0,0,0.0
L16147,Social Media,49,Female,Part-time,49957.12,Married,Ontario,Mortgage,4,19.35,7,81,0,0,0,0,Call,0.503,Medium,0,nan,0,0.0,0,0.0
L16148,Branch Walk-in,31,Male,Full-time,23212.31,Married,Ontario,Credit Card,5,11.8,1,74,1,1,0,0,Website,0.715,High,1,Credit Card,2371,293.92,32,9405.32
L16149,Referral,61,Male,Full-time,103009.53,Married,British Columbia,Investment,1,26.78,7,116,0,0,0,1,Email,1.0,High,1,Investment,4291,29.93,42,1257.19
L16150,Partnership,37,Male,Part-time,108015.6,Single,Quebec,Chequing Account,0,24.89,9,57,2,0,1,0,Email,0.679,High,1,Chequing Account,2185,292.97,27,7910.16
L16151,Partnership,39,Male,Unemployed,53300.27,Married,Quebec,Mortgage,2,23.3,0,32,1,1,0,0,Email,0.433,Medium,1,Mortgage,7653,124.68,1,124.68
L16152,Branch Walk-in,47,Male,Part-time,67223.31,Single,Quebec,Investment,1,25.68,7,41,0,0,0,1,Email,0.713,High,0,nan,0,0.0,0,0.0
L16153,Branch Walk-in,50,Female,Self-employed,119914.82,Married,British Columbia,Mortgage,3,21.5,3,55,2,0,0,1,Email,1.0,High,1,Mortgage,4811,48.69,36,1752.75
L16154,Referral,22,Female,Unemployed,54125.92,Divorced,Alberta,Credit Card,2,16.81,0,103,0,0,0,0,Call,0.813,High,0,nan,0,0.0,0,0.0
L16155,Branch Walk-in,35,Male,Part-time,88858.53,Married,Quebec,Investment,1,12.9,7,19,1,0,0,0,Call,0.769,High,1,Investment,215,61.97,22,1363.37
L16156,Referral,63,Male,Full-time,66556.14,Single,Quebec,Credit Card,2,18.46,2,57,1,0,0,1,Branch,0.869,High,1,Credit Card,6833,281.22,54,15186.13
L16157,Referral,24,Female,Unemployed,47327.22,Single,Alberta,Credit Card,1,15.81,1,83,3,1,1,1,Email,0.777,High,1,Credit Card,5445,202.46,16,3239.29
L16158,Online Ad,46,Male,,59945.48,Divorced,Quebec,Mortgage,1,5.12,7,75,0,0,0,0,Call,0.508,Medium,1,Mortgage,7042,147.2,47,6918.62
L16159,Referral,64,Male,Part-time,37920.98,Single,Ontario,Chequing Account,2,11.22,5,94,0,0,0,1,Email,0.697,High,1,Chequing Account,3832,256.71,38,9754.89
L16160,Online Ad,26,Male,Part-time,63726.89,Married,Ontario,Mortgage,3,22.43,8,115,1,0,0,1,Website,0.533,Medium,1,Mortgage,6998,196.35,56,10995.8
L16161,Branch Walk-in,64,Male,Full-time,53376.03,Married,Ontario,Mortgage,1,28.68,7,14,1,1,1,1,Website,0.917,High,1,Mortgage,1255,119.64,17,2033.84
L16162,Branch Walk-in,65,Female,Full-time,72619.1,Married,Alberta,Credit Card,7,6.7,8,32,0,0,1,1,Email,0.903,High,1,Credit Card,8901,77.84,4,311.36
L16163,Branch Walk-in,58,Female,Student,115658.88,Widowed,Ontario,Credit Card,6,32.99,6,59,1,0,0,0,Email,0.999,High,1,Credit Card,3789,294.12,37,10882.31
L16164,Referral,24,Female,Self-employed,64339.79,Married,,Credit Card,1,35.76,6,21,2,0,0,1,Email,0.768,High,1,Credit Card,4663,198.29,22,4362.37
L16165,Referral,24,Other,Full-time,61822.13,Married,British Columbia,Credit Card,1,7.76,5,78,1,1,0,1,Website,0.869,High,1,Credit Card,1218,141.51,57,8065.83
L16166,Social Media,66,Male,Self-employed,48481.7,Married,Alberta,Mortgage,2,15.44,4,51,1,0,1,0,Email,0.456,Medium,0,nan,0,0.0,0,0.0
L16167,Branch Walk-in,60,Female,Full-time,105625.51,Married,Ontario,Credit Card,3,24.76,1,119,0,0,0,1,Website,1.0,High,1,Credit Card,4635,21.16,59,1248.46
L16168,Partnership,23,Male,Part-time,74284.85,Married,Ontario,Investment,4,8.85,9,10,1,1,1,0,Email,0.662,High,1,Investment,9440,115.95,22,2550.79
L16169,Referral,63,Male,Full-time,115757.0,Divorced,Ontario,Credit Card,0,10.12,9,101,1,2,0,0,Website,1.0,High,1,Credit Card,3596,253.03,11,2783.37
L16170,Branch Walk-in,64,Male,Unemployed,63716.04,Divorced,Quebec,Credit Card,2,27.24,5,43,2,2,0,0,Call,0.699,High,1,Credit Card,1412,127.57,29,3699.56
L16171,Online Ad,57,Female,Full-time,85647.81,Married,Quebec,Credit Card,3,13.37,7,34,3,0,0,1,Call,0.677,High,0,nan,0,0.0,0,0.0
L16172,Branch Walk-in,44,Female,Full-time,42196.87,Divorced,Ontario,Credit Card,1,18.6,0,48,0,1,1,0,Call,0.8,High,1,Credit Card,647,39.55,58,2294.17
L16173,Partnership,21,Male,Unemployed,83154.3,Single,Ontario,Credit Card,2,0.5,6,0,1,0,0,0,Email,0.683,High,1,Credit Card,2393,214.01,41,8774.24
L16174,Partnership,18,Male,Student,110012.98,Married,Alberta,Credit Card,3,7.78,2,2,1,1,0,1,Website,0.848,High,1,Credit Card,6237,81.44,22,1791.57
L16175,Partnership,23,Female,Full-time,80839.73,Married,Quebec,Chequing Account,1,13.87,8,118,0,1,0,1,Email,0.668,High,1,Chequing Account,273,73.37,14,1027.11
L16176,Referral,48,Female,Unemployed,62992.1,Single,Ontario,Mortgage,6,13.88,7,0,3,3,0,0,Website,0.853,High,1,Mortgage,3989,55.11,40,2204.46
L16177,Branch Walk-in,18,Female,Part-time,27904.7,Widowed,Quebec,Credit Card,7,14.52,6,51,1,0,0,1,Email,0.595,Medium,0,nan,0,0.0,0,0.0
L16178,Branch Walk-in,22,Male,Full-time,88569.01,Divorced,Alberta,Mortgage,4,13.94,8,91,1,0,0,0,Email,1.0,High,1,Mortgage,6791,250.06,29,7251.68
L16179,Branch Walk-in,36,Male,Student,105901.76,Single,Ontario,Credit Card,4,17.83,1,38,2,0,0,0,Website,1.0,High,1,Credit Card,7589,37.25,7,260.72
L16180,Online Ad,22,Male,Full-time,74522.58,Married,Ontario,Chequing Account,5,22.33,6,45,0,1,0,1,Email,0.777,High,1,Chequing Account,6237,143.75,15,2156.24
L16181,Partnership,22,Male,Unemployed,55754.79,Single,Alberta,Credit Card,2,26.51,6,54,3,0,0,0,Email,0.55,Medium,1,Credit Card,2046,267.68,29,7762.86
L16182,Partnership,66,Male,Student,38825.6,Single,Ontario,Mortgage,3,10.74,4,97,0,1,0,1,Website,0.55,Medium,0,nan,0,0.0,0,0.0
L16183,Referral,48,Male,Full-time,75416.6,Single,British Columbia,Mortgage,3,31.67,1,65,2,0,1,1,Website,0.943,High,1,Mortgage,1954,252.35,42,10598.61
L16184,Referral,61,Female,Full-time,80218.15,Single,Alberta,Investment,1,0.77,0,63,1,1,0,0,Website,0.991,High,1,Investment,6562,65.23,54,3522.5
L16185,Online Ad,24,Female,Unemployed,62325.09,Married,Quebec,Chequing Account,3,6.35,0,2,0,0,1,1,Call,0.404,Medium,0,nan,0,0.0,0,0.0
L16186,Branch Walk-in,32,Female,Full-time,90145.91,Married,Ontario,Mortgage,4,24.73,8,37,1,0,1,0,Email,1.0,High,1,Mortgage,2062,194.4,51,9914.49
L16187,Referral,68,Female,Full-time,80543.63,Married,Alberta,Credit Card,7,10.36,0,84,0,1,1,0,Website,1.0,High,1,Credit Card,6196,261.81,43,11257.93
L16188,Partnership,30,Male,Full-time,84321.72,Married,Alberta,Credit Card,0,9.0,7,7,2,0,1,0,Website,0.673,High,1,Credit Card,5912,128.05,30,3841.52
L16189,Branch Walk-in,29,Male,Student,104593.22,Married,Ontario,Credit Card,2,12.67,7,10,3,0,0,0,Call,0.98,High,1,Credit Card,4351,205.83,27,5557.45
L16190,Branch Walk-in,36,Female,Full-time,55723.21,Single,Quebec,Credit Card,2,12.48,0,69,1,0,0,0,Website,0.729,High,0,nan,0,0.0,0,0.0
L16191,Branch Walk-in,30,Male,Full-time,67449.25,Married,Ontario,Mortgage,0,9.45,4,0,0,2,0,1,Call,0.902,High,0,nan,0,0.0,0,0.0
L16192,Online Ad,44,Male,Unemployed,95770.43,Married,Manitoba,Investment,3,12.65,8,63,0,0,0,0,Email,0.685,High,1,Investment,7908,21.98,35,769.31
L16193,Partnership,55,Male,Full-time,69858.07,Single,Quebec,Investment,4,9.68,3,81,1,0,1,0,Website,0.57,Medium,1,Investment,8253,60.38,48,2898.32
L16194,Branch Walk-in,50,Male,Full-time,106087.03,Single,Ontario,Chequing Account,1,9.12,9,22,1,0,0,0,Call,1.0,High,1,Chequing Account,9439,217.81,28,6098.56
L16195,Partnership,23,Male,Part-time,53557.21,Married,Ontario,Mortgage,1,23.59,8,24,1,0,1,1,Email,0.502,Medium,1,Mortgage,4610,202.33,1,202.33
L16196,Branch Walk-in,30,Male,Student,100588.95,Married,Quebec,Investment,2,16.25,5,72,1,0,0,1,Website,0.973,High,1,Investment,7249,170.63,11,1876.89
L16197,Social Media,30,Female,Part-time,93396.29,Single,Ontario,Mortgage,3,22.69,1,63,0,0,0,0,Email,0.68,High,0,nan,0,0.0,0,0.0
L16198,Online Ad,30,Male,Full-time,84333.27,Married,Ontario,Credit Card,1,4.85,0,54,1,0,1,0,Branch,0.699,High,1,Credit Card,5398,167.1,47,7853.57
L16199,Branch Walk-in,37,Male,Full-time,113058.2,Married,Alberta,Mortgage,5,14.52,4,63,0,1,0,0,Call,1.0,High,1,Mortgage,8981,23.9,36,860.3
L16200,Social Media,53,Male,Full-time,72217.11,Single,Ontario,Investment,5,19.99,5,7,2,0,0,0,Call,0.762,High,1,Investment,6032,120.8,18,2174.36
